Opening log at 2016-05-07 20:53:43.740342
[2016-05-07 21:17:59.225648] <172.16.103.57:58924>: Pressed <F6>
[2016-05-07 21:17:59.387244] <172.16.103.57:58924>: Released <F6>
[2016-05-07 21:18:07.970718] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:08.139818] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:08.288825] <172.16.103.57:58924>: Pressed h
[2016-05-07 21:18:08.298814] <172.16.103.57:58924>: Pressed g
[2016-05-07 21:18:08.397417] <172.16.103.57:58924>: Released h
[2016-05-07 21:18:08.476710] <172.16.103.57:58924>: Released g
[2016-05-07 21:18:08.556488] <172.16.103.57:58924>: Pressed h
[2016-05-07 21:18:08.568260] <172.16.103.57:58924>: Pressed g
[2016-05-07 21:18:08.625730] <172.16.103.57:58924>: Released h
[2016-05-07 21:18:08.716111] <172.16.103.57:58924>: Released g
[2016-05-07 21:18:08.776304] <172.16.103.57:58924>: Pressed h
[2016-05-07 21:18:08.813590] <172.16.103.57:58924>: Pressed g
[2016-05-07 21:18:08.922297] <172.16.103.57:58924>: Released h
[2016-05-07 21:18:08.941034] <172.16.103.57:58924>: Released g
[2016-05-07 21:18:09.029947] <172.16.103.57:58924>: Pressed g
[2016-05-07 21:18:09.200231] <172.16.103.57:58924>: Released g
[2016-05-07 21:18:09.239580] <172.16.103.57:58924>: Pressed h
[2016-05-07 21:18:09.327793] <172.16.103.57:58924>: Released h
[2016-05-07 21:18:09.427654] <172.16.103.57:58924>: Pressed t
[2016-05-07 21:18:09.537061] <172.16.103.57:58924>: Pressed u
[2016-05-07 21:18:09.645793] <172.16.103.57:58924>: Released t
[2016-05-07 21:18:09.726422] <172.16.103.57:58924>: Released u
[2016-05-07 21:18:09.914915] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:09.933944] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:10.192839] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:18:10.203517] <172.16.103.57:58924>: Pressed e
[2016-05-07 21:18:10.261637] <172.16.103.57:58924>: Released d
[2016-05-07 21:18:10.391200] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:10.469545] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:10.479495] <172.16.103.57:58924>: Released e
[2016-05-07 21:18:10.539323] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:10.545810] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:18:10.578302] <172.16.103.57:58924>: Released i
[2016-05-07 21:18:10.598105] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:10.619474] <172.16.103.57:58924>: Pressed c
[2016-05-07 21:18:10.666822] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:18:10.686396] <172.16.103.57:58924>: Pressed e
[2016-05-07 21:18:10.727753] <172.16.103.57:58924>: Released c
[2016-05-07 21:18:10.794315] <172.16.103.57:58924>: Pressed ,
[2016-05-07 21:18:10.805699] <172.16.103.57:58924>: Released d
[2016-05-07 21:18:10.811290] <172.16.103.57:58924>: Released e
[2016-05-07 21:18:10.864082] <172.16.103.57:58924>: Pressed m
[2016-05-07 21:18:10.963103] <172.16.103.57:58924>: Released m
[2016-05-07 21:18:10.983816] <172.16.103.57:58924>: Released ,
[2016-05-07 21:18:11.054314] <172.16.103.57:58924>: Pressed 3
[2016-05-07 21:18:11.091228] <172.16.103.57:58924>: Pressed <F3>
[2016-05-07 21:18:11.111301] <172.16.103.57:58924>: Pressed e
[2016-05-07 21:18:11.220378] <172.16.103.57:58924>: Released <F3>
[2016-05-07 21:18:11.270868] <172.16.103.57:58924>: Pressed ,
[2016-05-07 21:18:11.280984] <172.16.103.57:58924>: Released e
[2016-05-07 21:18:11.290116] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:11.300622] <172.16.103.57:58924>: Released 3
[2016-05-07 21:18:11.418968] <172.16.103.57:58924>: Released ,
[2016-05-07 21:18:11.429586] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:11.459115] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:11.498131] <172.16.103.57:58924>: Pressed <F4>
[2016-05-07 21:18:11.607853] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:11.619663] <172.16.103.57:58924>: Released <F4>
[2016-05-07 21:18:11.637028] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:11.644659] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:11.726473] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:11.733578] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:11.746790] <172.16.103.57:58924>: Pressed <F8>
[2016-05-07 21:18:11.765532] <172.16.103.57:58924>: Released <F8>
[2016-05-07 21:18:11.825695] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:11.835107] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:11.857189] <172.16.103.57:58924>: Pressed c
[2016-05-07 21:18:11.934327] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:18:12.992936] <172.16.103.57:58924>: Released c
[2016-05-07 21:18:12.993014] <172.16.103.57:58924>: Released d
[2016-05-07 21:18:12.993047] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:12.993090] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:12.993120] <172.16.103.57:58924>: Pressed c
[2016-05-07 21:18:12.993149] <172.16.103.57:58924>: Released c
[2016-05-07 21:18:13.030503] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:13.048461] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:31.758820] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:31.867716] <172.16.103.57:58924>: Pressed j
[2016-05-07 21:18:31.907168] <172.16.103.57:58924>: Released j
[2016-05-07 21:18:31.917910] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:32.076190] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:32.088228] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:32.165743] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:32.335355] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:32.393471] <172.16.103.57:58924>: Pressed ,
[2016-05-07 21:18:32.482394] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:32.500925] <172.16.103.57:58924>: Released ,
[2016-05-07 21:18:32.550462] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:32.611895] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:32.760544] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:32.779643] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:32.789120] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:32.838656] <172.16.103.57:58924>: Pressed ,
[2016-05-07 21:18:32.849828] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:32.926573] <172.16.103.57:58924>: Released ,
[2016-05-07 21:18:32.966585] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:33.036286] <172.16.103.57:58924>: Pressed b
[2016-05-07 21:18:33.175410] <172.16.103.57:58924>: Released b
[2016-05-07 21:18:33.248536] <172.16.103.57:58924>: Pressed ,
[2016-05-07 21:18:33.253157] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:33.338107] <172.16.103.57:58924>: Released ,
[2016-05-07 21:18:33.356294] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:33.394452] <172.16.103.57:58924>: Pressed g
[2016-05-07 21:18:33.484092] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:33.521797] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:33.533000] <172.16.103.57:58924>: Released g
[2016-05-07 21:18:33.553689] <172.16.103.57:58924>: Pressed ,
[2016-05-07 21:18:33.562217] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:33.650395] <172.16.103.57:58924>: Released ,
[2016-05-07 21:18:33.660255] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:33.689865] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:33.700119] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:33.778864] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:33.789747] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:33.818350] <172.16.103.57:58924>: Pressed ,
[2016-05-07 21:18:33.829156] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:33.838603] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:33.866478] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:33.975338] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:33.985098] <172.16.103.57:58924>: Released ,
[2016-05-07 21:18:33.995967] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:34.014725] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:34.104404] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:34.114319] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:34.262720] <172.16.103.57:58924>: Pressed 8
[2016-05-07 21:18:34.273296] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:34.291391] <172.16.103.57:58924>: Released 8
[2016-05-07 21:18:34.330553] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:34.390120] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:34.401811] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:34.422155] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:34.431823] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:34.579744] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:34.691631] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:34.807828] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:34.899373] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:35.065511] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:35.077291] <172.16.103.57:58924>: Pressed <F4>
[2016-05-07 21:18:35.195437] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:35.214239] <172.16.103.57:58924>: Released <F4>
[2016-05-07 21:18:35.234741] <172.16.103.57:58924>: Pressed 8
[2016-05-07 21:18:35.245383] <172.16.103.57:58924>: Pressed <F8>
[2016-05-07 21:18:36.011058] <172.16.103.57:58924>: Released 8
[2016-05-07 21:18:36.011122] <172.16.103.57:58924>: Released <F8>
[2016-05-07 21:18:36.011147] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:36.011168] <172.16.103.57:58924>: Pressed <F4>
[2016-05-07 21:18:36.011189] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:36.493926] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:36.494007] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:36.494039] <172.16.103.57:58924>: Released <F4>
[2016-05-07 21:18:38.519579] <172.16.103.57:58924>: Pressed 5
[2016-05-07 21:18:38.659511] <172.16.103.57:58924>: Pressed 7
[2016-05-07 21:18:38.917942] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:18:38.968900] <172.16.103.57:58924>: Released 7
[2016-05-07 21:18:38.986525] <172.16.103.57:58924>: Released 5
[2016-05-07 21:18:39.256548] <172.16.103.57:58924>: Released i
[2016-05-07 21:18:39.445260] <172.16.103.57:58924>: Pressed t
[2016-05-07 21:18:39.764923] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:18:39.824354] <172.16.103.57:58924>: Released i
[2016-05-07 21:18:39.834153] <172.16.103.57:58924>: Released t
[2016-05-07 21:18:40.154213] <172.16.103.57:58924>: Pressed l
[2016-05-07 21:18:40.163528] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:18:40.181851] <172.16.103.57:58924>: Released l
[2016-05-07 21:18:40.191343] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:40.221396] <172.16.103.57:58924>: Released i
[2016-05-07 21:18:40.227712] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:40.260342] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:40.270155] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:40.369788] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:40.390408] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:40.659641] <172.16.103.57:58924>: Pressed e
[2016-05-07 21:18:40.699365] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:18:40.728111] <172.16.103.57:58924>: Pressed l
[2016-05-07 21:18:40.769065] <172.16.103.57:58924>: Released l
[2016-05-07 21:18:40.777396] <172.16.103.57:58924>: Released i
[2016-05-07 21:18:40.787075] <172.16.103.57:58924>: Released e
[2016-05-07 21:18:40.917573] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:18:40.955664] <172.16.103.57:58924>: Released i
[2016-05-07 21:18:41.116746] <172.16.103.57:58924>: Pressed r
[2016-05-07 21:18:41.145065] <172.16.103.57:58924>: Pressed e
[2016-05-07 21:18:41.185833] <172.16.103.57:58924>: Released r
[2016-05-07 21:18:41.192477] <172.16.103.57:58924>: Released e
[2016-05-07 21:18:41.353559] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:41.364004] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:18:41.382782] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:41.392364] <172.16.103.57:58924>: Released i
[2016-05-07 21:18:41.451857] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:41.501122] <172.16.103.57:58924>: Pressed <F4>
[2016-05-07 21:18:41.544920] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:41.557045] <172.16.103.57:58924>: Released <F4>
[2016-05-07 21:18:41.800587] <172.16.103.57:58924>: Pressed <F5>
[2016-05-07 21:18:41.821224] <172.16.103.57:58924>: Pressed 5
[2016-05-07 21:18:41.860933] <172.16.103.57:58924>: Released 5
[2016-05-07 21:18:41.884448] <172.16.103.57:58924>: Released <F5>
[2016-05-07 21:18:42.160112] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:42.173687] <172.16.103.57:58924>: Pressed <F5>
[2016-05-07 21:18:42.198741] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:42.208430] <172.16.103.57:58924>: Released <F5>
[2016-05-07 21:18:42.498616] <172.16.103.57:58924>: Pressed <F6>
[2016-05-07 21:18:42.617524] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:42.627364] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:42.817367] <172.16.103.57:58924>: Released <F6>
[2016-05-07 21:18:42.838111] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:42.854888] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:43.415837] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:43.425754] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:43.490384] <172.16.103.57:58924>: Pressed <F6>
[2016-05-07 21:18:43.635785] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:43.667845] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:43.681376] <172.16.103.57:58924>: Released <F6>
[2016-05-07 21:18:44.401636] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:44.411171] <172.16.103.57:58924>: Pressed 8
[2016-05-07 21:18:44.420671] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:44.440785] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:44.453412] <172.16.103.57:58924>: Released 8
[2016-05-07 21:18:44.479207] <172.16.103.57:58924>: Pressed 3
[2016-05-07 21:18:44.510285] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:44.528394] <172.16.103.57:58924>: Released 3
[2016-05-07 21:18:44.689329] <172.16.103.57:58924>: Pressed <F3>
[2016-05-07 21:18:44.729766] <172.16.103.57:58924>: Released <F3>
[2016-05-07 21:18:44.798570] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:44.808812] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:44.829827] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:44.839269] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:44.960640] <172.16.103.57:58924>: Pressed 3
[2016-05-07 21:18:44.965804] <172.16.103.57:58924>: Pressed <F3>
[2016-05-07 21:18:44.986663] <172.16.103.57:58924>: Released 3
[2016-05-07 21:18:44.996437] <172.16.103.57:58924>: Released <F3>
[2016-05-07 21:18:45.065079] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:45.080619] <172.16.103.57:58924>: Pressed 3
[2016-05-07 21:18:45.114472] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:45.125524] <172.16.103.57:58924>: Released 3
[2016-05-07 21:18:45.214534] <172.16.103.57:58924>: Pressed o
[2016-05-07 21:18:45.228239] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:45.253808] <172.16.103.57:58924>: Released o
[2016-05-07 21:18:45.264166] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:45.959883] <172.16.103.57:58924>: Pressed 3
[2016-05-07 21:18:46.496445] <172.16.103.57:58924>: Pressed <F3>
[2016-05-07 21:18:46.496528] <172.16.103.57:58924>: Released 3
[2016-05-07 21:18:46.496574] <172.16.103.57:58924>: Released <F3>
[2016-05-07 21:18:46.496604] <172.16.103.57:58924>: Pressed 4
[2016-05-07 21:18:46.496631] <172.16.103.57:58924>: Pressed <F4>
[2016-05-07 21:18:46.994480] <172.16.103.57:58924>: Released 4
[2016-05-07 21:18:46.994561] <172.16.103.57:58924>: Released <F4>
[2016-05-07 21:18:47.492575] <172.16.103.57:58924>: Pressed 9
[2016-05-07 21:18:47.492653] <172.16.103.57:58924>: Pressed <F6>
[2016-05-07 21:18:47.492686] <172.16.103.57:58924>: Released 9
[2016-05-07 21:18:47.492714] <172.16.103.57:58924>: Released <F6>
[2016-05-07 21:18:57.992119] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:57.993837] <172.16.103.57:58924>: Pressed j
[2016-05-07 21:18:57.993904] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:57.993929] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:57.993950] <172.16.103.57:58924>: Released j
[2016-05-07 21:18:57.993970] <172.16.103.57:58924>: Pressed j
[2016-05-07 21:18:58.008239] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:58.037294] <172.16.103.57:58924>: Released j
[2016-05-07 21:18:58.055809] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:58.063675] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:18:58.084169] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:58.094205] <172.16.103.57:58924>: Released d
[2016-05-07 21:18:58.283830] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:58.294574] <172.16.103.57:58924>: Pressed j
[2016-05-07 21:18:58.304125] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:18:58.322160] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:58.336470] <172.16.103.57:58924>: Released j
[2016-05-07 21:18:58.342967] <172.16.103.57:58924>: Released d
[2016-05-07 21:18:58.432123] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:58.452297] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:58.602022] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:58.614328] <172.16.103.57:58924>: Pressed j
[2016-05-07 21:18:58.622523] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:58.642786] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:58.654196] <172.16.103.57:58924>: Released j
[2016-05-07 21:18:58.658581] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:58.710495] <172.16.103.57:58924>: Pressed c
[2016-05-07 21:18:58.720998] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:18:58.770204] <172.16.103.57:58924>: Released c
[2016-05-07 21:18:58.778406] <172.16.103.57:58924>: Released d
[2016-05-07 21:18:58.919488] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:58.929475] <172.16.103.57:58924>: Pressed j
[2016-05-07 21:18:58.961246] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:58.968690] <172.16.103.57:58924>: Released j
[2016-05-07 21:18:59.038698] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:59.077100] <172.16.103.57:58924>: Pressed g
[2016-05-07 21:18:59.147238] <172.16.103.57:58924>: Pressed j
[2016-05-07 21:18:59.167438] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:59.180699] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:59.196193] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:59.202789] <172.16.103.57:58924>: Released j
[2016-05-07 21:18:59.214521] <172.16.103.57:58924>: Released g
[2016-05-07 21:18:59.314706] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:59.333482] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:59.423154] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:18:59.428343] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:18:59.464051] <172.16.103.57:58924>: Released f
[2016-05-07 21:18:59.468191] <172.16.103.57:58924>: Released d
[2016-05-07 21:18:59.670992] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:18:59.709912] <172.16.103.57:58924>: Released k
[2016-05-07 21:18:59.770192] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:18:59.808636] <172.16.103.57:58924>: Released d
[2016-05-07 21:18:59.957983] <172.16.103.57:58924>: Pressed ,
[2016-05-07 21:18:59.969690] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:19:00.016977] <172.16.103.57:58924>: Released ,
[2016-05-07 21:19:00.027981] <172.16.103.57:58924>: Released k
[2016-05-07 21:19:00.066323] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:19:00.086011] <172.16.103.57:58924>: Released d
[2016-05-07 21:19:00.276282] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:19:00.284645] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:19:00.314027] <172.16.103.57:58924>: Released k
[2016-05-07 21:19:00.323675] <172.16.103.57:58924>: Released i
[2016-05-07 21:19:00.375805] <172.16.103.57:58924>: Pressed d
[2016-05-07 21:19:00.401800] <172.16.103.57:58924>: Pressed e
[2016-05-07 21:19:00.441108] <172.16.103.57:58924>: Released d
[2016-05-07 21:19:00.453652] <172.16.103.57:58924>: Released e
[2016-05-07 21:19:00.590178] <172.16.103.57:58924>: Pressed k
[2016-05-07 21:19:00.600762] <172.16.103.57:58924>: Pressed i
[2016-05-07 21:19:00.620343] <172.16.103.57:58924>: Released k
[2016-05-07 21:19:00.630667] <172.16.103.57:58924>: Released i
[2016-05-07 21:19:00.708254] <172.16.103.57:58924>: Pressed f
[2016-05-07 21:19:00.717641] <172.16.103.57:58924>: Pressed r
